image_id,angle,speed
3731.png,0.5625,1
3732.png,0.6875,0
3733.png,0.8125,1
3734.png,0.5,1
3735.png,0.6875,1
3736.png,0.4375,1
3737.png,0.625,1
3738.png,0.8125,0
3739.png,0.5,1
3740.png,0.6875,1
3741.png,0.4375,1
3742.png,0.75,1
3743.png,0.375,1
3744.png,0.625,1
3745.png,0.625,0
3746.png,0.5625,0
3747.png,0.4375,1
3748.png,0.75,1
3749.png,0.4375,1
3750.png,0.5625,1
3751.png,0.625,0
3752.png,0.5625,1
3753.png,0.5625,1
3754.png,0.5,1
3755.png,0.6875,1
3756.png,0.8125,1
3757.png,0.5,1
3758.png,0.6875,0
3759.png,0.75,0
3760.png,0.75,1
3761.png,0.6875,1
3762.png,0.5,1
3763.png,0.625,1
3764.png,0.6875,0
3765.png,0.625,1
3766.png,0.75,1
3767.png,0.5625,1
3768.png,0.6875,1
3769.png,0.8125,1
3770.png,0.6875,1
3771.png,0.4375,1
3772.png,0.8125,1
3773.png,0.5,0
3774.png,0.625,1
3775.png,0.75,1
3776.png,0.6875,0
3777.png,0.3125,1
3778.png,0.5625,1
3779.png,0.75,1
3780.png,0.625,1
3781.png,0.75,1
3782.png,0.3125,1
3783.png,0.6875,0
3784.png,0.625,1
3785.png,0.75,1
3786.png,0.5,1
3787.png,0.5625,1
3788.png,0.9375,1
3789.png,0.5625,1
3790.png,0.625,1
3791.png,0.6875,1
3792.png,0.625,1
3793.png,0.5,1
3794.png,0,1
3795.png,0.75,1
3796.png,0.8125,1
3797.png,0.75,1
3798.png,0.625,1
3799.png,0.4375,1
3800.png,0.8125,1
3801.png,0.6875,1
3802.png,0.4375,0
3803.png,0.75,1
3804.png,0.5625,1
3805.png,0.4375,1
3806.png,0.5,1
3807.png,0.5625,1
3808.png,0.625,1
3809.png,0.6875,1
3810.png,0.4375,1
3811.png,0.5,1
3812.png,0.625,1
3813.png,0.4375,1
3814.png,0.75,0
3815.png,0.6875,1
3816.png,0.4375,0
3817.png,0.4375,0
3818.png,0.3125,1
3819.png,0.75,0
3820.png,0.4375,1
3821.png,0.125,1
3822.png,0.5625,1
3823.png,0.5625,0
3824.png,0.4375,1
3825.png,0.75,1
3826.png,0.5625,1
3827.png,0.4375,0
3828.png,0.6875,1
3829.png,0.4375,1
3830.png,0.5625,1
3831.png,0.5,1
3832.png,0.75,0
3833.png,0.4375,1
3834.png,0.375,1
3835.png,0.25,1
3836.png,0.9375,1
3837.png,0.6875,1
3838.png,0.6875,0
3839.png,0.5625,0
3840.png,0.75,1
3841.png,0.8125,1
3842.png,0.5,1
3843.png,0.5,1
3844.png,0.75,1
3845.png,0.75,1
3846.png,0.75,1
3847.png,0.625,1
3848.png,0.75,1
3849.png,0.5625,1
3850.png,0.75,1
3851.png,0.5625,1
3852.png,0.375,1
3853.png,0.4375,1
3854.png,0.9375,0
3855.png,0.4375,1
3856.png,0.6875,1
3857.png,0.5,1
3858.png,0.8125,1
3859.png,0.8125,0
3860.png,0.5625,1
3861.png,0.625,1
3862.png,0.5625,1
3863.png,0.75,1
3864.png,0.8125,1
3865.png,0.8125,1
3866.png,0.75,1
3867.png,0.6875,1
3868.png,0.375,1
3869.png,0.5625,0
3870.png,0.8125,0
3871.png,0.5,1
3872.png,0.75,0
3873.png,0.5625,0
3874.png,0.4375,1
3875.png,0.875,1
3876.png,0.8125,1
3877.png,0.4375,1
3878.png,0.6875,0
3879.png,0.6875,1
3880.png,0.625,1
3881.png,0.5625,1
3882.png,0.5625,1
3883.png,0.375,0
3884.png,0.4375,1
3885.png,0,1
3886.png,0.75,1
3887.png,0.4375,1
3888.png,0.625,1
3889.png,0.75,0
3890.png,0.4375,1
3891.png,0.3125,0
3892.png,0.6875,1
3893.png,0.625,1
3894.png,0.75,1
3895.png,0.6875,0
3896.png,0.5625,1
3897.png,0.5,1
3898.png,0.5625,1
3899.png,0.5625,0
3900.png,0.75,1
3901.png,0.4375,1
3902.png,0.75,1
3903.png,0.8125,1
3904.png,0.5,0
3905.png,0.5,0
3906.png,0.625,1
3907.png,0.75,1
3908.png,0.6875,1
3909.png,0.75,1
3910.png,0.75,1
3911.png,0.4375,1
3912.png,0.75,1
3913.png,0.25,1
3914.png,0.625,1
3915.png,0.625,0
3916.png,0.8125,1
3917.png,0.875,1
3918.png,0.75,1
3919.png,0.5625,1
3920.png,0.375,1
3921.png,0.5625,1
3922.png,0.625,1
3923.png,0.6875,1
3924.png,0.5625,1
3925.png,0.4375,1
3926.png,0.375,0
3927.png,0.5,1
3928.png,0.6875,0
3929.png,0.625,0
3930.png,0.75,0
3931.png,0.6875,1
3932.png,0.75,1
3933.png,0.5,1
3934.png,0.5,0
3935.png,0.6875,1
3936.png,0.4375,1
3937.png,0.6875,1
3938.png,0.75,1
3939.png,0.625,0
3940.png,0.5625,1
3941.png,0.75,1
3942.png,0.8125,1
3943.png,0.25,1
3944.png,0.75,1
3945.png,0.75,0
3946.png,0.75,1
3947.png,0.4375,1
3948.png,0.4375,1
3949.png,0.6875,0
3950.png,0.625,1
3951.png,0.5,1
3952.png,0.75,1
3953.png,0.5625,1
3954.png,0.8125,1
3955.png,0.5,1
3956.png,0.6875,1
3957.png,0.3125,1
3958.png,0.625,1
3959.png,0.625,1
3960.png,0.5,0
3961.png,0.375,1
3962.png,0.625,1
3963.png,0.375,0
3964.png,0.75,1
3965.png,0.75,1
3966.png,0.8125,1
3967.png,0.8125,1
3968.png,0.6875,0
3969.png,0.5625,0
3970.png,0.375,1
3971.png,0.625,1
3972.png,0.625,1
3973.png,0.5625,1
3974.png,0.75,1
3975.png,0.5625,0
3976.png,0.625,1
3977.png,0.4375,0
3978.png,0.75,0
3979.png,0.5625,1
3980.png,0.6875,1
3981.png,0.1875,1
3982.png,0.4375,0
3983.png,0.5625,1
3984.png,0.75,1
3985.png,0.625,1
3986.png,0.75,1
3987.png,0.4375,0
3988.png,0.75,0
3989.png,0.75,1
3990.png,0.5625,1
3991.png,0.6875,1
3992.png,0.625,1
3993.png,0,1
3994.png,0.375,1
3995.png,0.75,1
3996.png,0.6875,1
3997.png,0.6875,0
3998.png,0.625,1
4000.png,0.3125,1
4001.png,0.8125,1
4002.png,0.8125,1
4003.png,0.6875,0
4004.png,0.75,1
4005.png,0.5,1
4006.png,0.75,1
4007.png,0.4375,1
4008.png,0.875,1
4009.png,0.8125,1
4010.png,0.6875,1
4011.png,0.75,0
4012.png,0.6875,1
4013.png,0.6875,1
4014.png,0.625,1
4015.png,0.8125,1
4016.png,0.625,1
4017.png,0.6875,1
4018.png,0.75,0
4019.png,0.75,1
4020.png,0.5625,0
4021.png,0.75,1
4022.png,0.75,1
4023.png,0.625,1
4024.png,0.4375,1
4025.png,0.5,1
4026.png,0.5625,1
4027.png,0.4375,1
4028.png,0.625,1
4029.png,0.75,1
4030.png,0.8125,1
4031.png,0.4375,1
4032.png,0.875,0
4033.png,0.5,1
4034.png,0.5,1
4035.png,0.75,1
4036.png,0.25,0
4037.png,0.4375,0
4038.png,0.625,1
4039.png,0.8125,1
4040.png,0.75,0
4041.png,0.625,1
4042.png,0.8125,1
4043.png,0.6875,1
4044.png,0.75,1
4045.png,0.625,0
4046.png,0.25,0
4047.png,0.75,1
4048.png,0.75,1
4049.png,0.75,0
4050.png,0.6875,1
4051.png,0.5,1
4052.png,0.625,1
4053.png,0.6875,1
4054.png,0.8125,1
4055.png,0.875,1
4056.png,0.6875,1
4057.png,0.8125,1
4058.png,0.6875,1
4059.png,0.5625,1
4060.png,0.75,0
4061.png,0.6875,0
4062.png,0.5,1
4063.png,0.5625,0
4064.png,0.8125,0
4065.png,0.5625,1
4066.png,0.4375,1
4067.png,0.625,1
4068.png,0.5625,1
4069.png,0.75,0
4070.png,0.5,0
4071.png,0.5,1
4072.png,0.5625,1
4073.png,0.8125,1
4074.png,0.4375,0
4075.png,0.1875,1
4076.png,0.625,1
4077.png,0.5625,0
4078.png,0.6875,1
4079.png,0.75,1
4080.png,0.6875,0
4081.png,0.75,0
4082.png,0.5,1
4083.png,0.4375,1
4084.png,0.6875,1
4085.png,0.625,1
4086.png,0.75,1
4087.png,0.75,1
4088.png,0.375,0
4089.png,0.5625,1
4090.png,0.625,1
4091.png,0.6875,1
4092.png,0.625,1
4093.png,0.8125,1
4094.png,0.75,1
4095.png,0.75,1
4096.png,0.8125,1
4097.png,0.125,1
4098.png,0.625,0
4099.png,0.5625,1
4100.png,0.8125,1
4101.png,0.5,0
4102.png,0.75,1
4103.png,0.5625,1
4104.png,0.25,1
4105.png,0.75,1
4106.png,0.5,1
4107.png,0.4375,1
4108.png,0.6875,0
4109.png,0.5625,1
4110.png,0.5,1
4111.png,0.5,0
4112.png,0.625,1
4113.png,0.5,1
4114.png,0.4375,1
4115.png,0.6875,1
4116.png,0.8125,1
4117.png,0.5625,1
4118.png,0.625,1
4119.png,0.75,1
4120.png,0.75,1
4121.png,0.625,0
4122.png,0.75,0
4123.png,0.75,1
4124.png,0.625,1
4125.png,0.8125,0
4126.png,0.4375,0
4127.png,0.625,1
4128.png,0.5,1
4129.png,0.6875,1
4130.png,0.5625,1
4131.png,0.8125,1
4132.png,0.8125,1
4133.png,0.8125,1
4134.png,0.5,1
4135.png,0.6875,1
4136.png,0.6875,1
4137.png,0.6875,0
4138.png,0.75,1
4139.png,0.75,0
4140.png,0.5625,0
4141.png,0.625,1
4142.png,0.8125,1
4143.png,0.75,1
4144.png,0.8125,0
4145.png,0.6875,0
4146.png,0.5625,1
4147.png,0.6875,0
4148.png,0.625,1
4149.png,0.3125,1
4150.png,0.6875,1
4151.png,0.4375,1
4152.png,0.625,1
4153.png,0.75,1
4154.png,0.8125,1
4155.png,0.8125,1
4156.png,0.75,0
4157.png,0.4375,1
4158.png,0.625,1
4159.png,0.125,1
4160.png,0.375,0
4161.png,0.375,1
4162.png,0.6875,0
4163.png,0.8125,1
4164.png,0.5,1
4165.png,0.4375,0
4166.png,0.75,1
4167.png,0.8125,1
4168.png,0.5625,1
4169.png,0.625,1
4170.png,0.8125,1
4171.png,0.5625,1
4172.png,0.75,1
4173.png,0.625,1
4174.png,0.6875,1
4175.png,0.6875,1
4176.png,0.8125,1
4177.png,0.8125,0
4178.png,0.9375,1
4179.png,0.75,1
4180.png,0.5,0
4181.png,0.8125,1
4182.png,0.75,1
4183.png,0.3125,1
4184.png,0.375,0
4185.png,0.875,1
4186.png,0.4375,0
4187.png,0.875,1
4188.png,0.75,1
4189.png,0.375,1
4190.png,0.5625,1
4191.png,0.8125,1
4192.png,0.5,0
4193.png,0.625,1
4194.png,0.75,0
4195.png,0.75,1
4196.png,0.625,0
4197.png,0.5,1
4198.png,0.5,1
4199.png,0.625,1
4200.png,0.5,0
4201.png,0.1875,1
4202.png,0.8125,1
4203.png,0.625,0
4204.png,0.625,1
4205.png,0.75,1
4206.png,0,1
4207.png,0.8125,1
4208.png,0.625,1
4209.png,0.75,0
4210.png,0.5,0
4211.png,0.8125,1
4212.png,0.5,1
4213.png,0.625,1
4214.png,0.6875,1
4215.png,0.5,1
4216.png,0.5625,0
4217.png,0.5625,1
4218.png,0.75,1
4219.png,0.25,0
4220.png,0.5625,0
4221.png,0.4375,1
4222.png,0.5,0
4223.png,0.5625,1
4224.png,0.6875,1
4225.png,0.5625,1
4226.png,0.6875,0
4227.png,0.625,1
4228.png,0.5,0
4229.png,0.5625,1
4230.png,0.625,1
4231.png,0.6875,1
4232.png,0.6875,1
4233.png,0.4375,1
4234.png,0.5,1
4235.png,0.5,0
4236.png,0.625,1
4237.png,0.4375,0
4238.png,0.375,0
4239.png,0.625,1
4240.png,0.6875,1
4241.png,0.4375,1
4242.png,0.5625,1
4243.png,0.4375,1
4244.png,0.6875,1
4245.png,0.5,0
4246.png,0.6875,1
4247.png,0.625,1
4248.png,0.75,1
4249.png,0.8125,0
4250.png,0.6875,1
4251.png,0.75,0
4252.png,0.75,1
4253.png,0.5,0
4254.png,0.8125,1
4255.png,0.75,1
4256.png,0.5625,1
4257.png,0.4375,0
4258.png,0.8125,0
4259.png,0.75,1
4260.png,0.5,1
4261.png,0.6875,1
4262.png,0.5625,1
4263.png,0.5,0
4264.png,0.4375,1
4265.png,0.6875,0
4266.png,0.5,0
4267.png,0.6875,0
4268.png,0.625,1
4269.png,0.4375,1
4270.png,0.375,1
4271.png,0.75,0
4272.png,0.375,1
4273.png,0.5625,1
4274.png,0.75,1
4275.png,0.625,1
4276.png,0.6875,0
4277.png,0.25,0
4278.png,0.5,1
4279.png,0.4375,1
4280.png,0.5,0
4281.png,0.375,1
4282.png,0.4375,1
4283.png,0.625,1
4284.png,0.4375,1
4285.png,0.6875,1
4286.png,0.625,1
4287.png,0.625,0
4288.png,0.75,1
4289.png,0.6875,1
4290.png,0.4375,1
4291.png,0.75,1
4292.png,0.625,1
4293.png,0.75,1
4294.png,0.6875,1
4295.png,0.4375,1
4296.png,0.5625,1
4297.png,0.5,1
4298.png,0.625,1
4299.png,0.5625,1
4300.png,0.625,1
4301.png,0.625,1
4302.png,0.4375,1
4303.png,0.3125,1
4304.png,0.75,0
4305.png,0.5,1
4306.png,0.8125,1
4307.png,0.75,0
4308.png,0.5,1
4309.png,0.625,1
4310.png,0.75,0
4311.png,0.3125,0
4312.png,0.5625,1
4313.png,0.6875,1
4314.png,0.75,1
4315.png,0.5,1
4316.png,0.625,0
4317.png,0.5,1
4318.png,0.6875,0
4319.png,0.75,1
4320.png,0.4375,1
4321.png,0.6875,0
4322.png,0.625,1
4323.png,0.125,1
4324.png,0.5625,1
4325.png,0.5,1
4326.png,0.5,1
4327.png,0.4375,1
4328.png,0.5,1
4329.png,0.75,1
4330.png,0.6875,0
4331.png,0.625,0
4332.png,0.4375,1
4333.png,0.625,1
4334.png,0.625,1
4335.png,0.5625,1
4336.png,0.8125,0
4337.png,1,0
4338.png,0.6875,1
4339.png,0.625,1
4340.png,0.4375,1
4341.png,0.6875,1
4342.png,0.625,1
4343.png,0.6875,1
4344.png,0.5,1
4345.png,0.625,1
4346.png,0.4375,1
4347.png,0.4375,1
4348.png,0.75,1
4349.png,0.625,1
4350.png,0.8125,1
4351.png,0.5,1
4352.png,0.5,1
4353.png,0.625,0
4354.png,0.5,0
4355.png,0.6875,1
4356.png,0.6875,0
4357.png,0.375,1
4358.png,0.6875,1
4359.png,0.6875,1
4360.png,0.5,0
4361.png,0.625,1
4362.png,0.625,1
4363.png,0.4375,1
4364.png,0.4375,1
4365.png,0.875,1
4366.png,0.5625,0
4367.png,0.5625,1
4368.png,0.75,0
4369.png,0.5625,1
4370.png,0.625,1
4371.png,0.4375,0
4372.png,0.75,1
4373.png,0.4375,1
4374.png,0.5,1
4375.png,0.375,1
4376.png,0.5625,1
4377.png,0.6875,1
4378.png,0.125,1
4379.png,0.875,1
4380.png,0.75,0
4381.png,0.5625,1
4382.png,0.875,1
4383.png,0.75,1
4384.png,0.75,1
4385.png,0.625,1
4386.png,0.8125,0
4387.png,0.6875,1
4388.png,0.75,1
4389.png,0.375,1
4390.png,0.5625,1
4391.png,0.5,1
4392.png,0.8125,1
4393.png,0,1
4394.png,0.6875,1
4395.png,0.8125,1
4396.png,0.1875,1
4397.png,0.8125,1
4398.png,0.625,0
4399.png,0.5,1
4400.png,0.6875,1
4401.png,0.625,1
4402.png,0.4375,1
4403.png,0.6875,1
4404.png,0.5625,0
4405.png,0.75,1
4406.png,0.625,1
4407.png,0.625,1
4408.png,0.8125,1
4409.png,0.6875,1
4410.png,0.6875,1
4411.png,0.75,0
4412.png,0.4375,1
4413.png,0.75,1
4414.png,0.625,0
4415.png,0.75,1
4416.png,0.6875,0
4417.png,0.75,0
4418.png,0.6875,1
4419.png,0.625,1
4420.png,0.5,1
4421.png,0.4375,1
4422.png,0.8125,1
4423.png,0.4375,1
4424.png,0.625,1
4425.png,0.4375,1
4426.png,0.5,1
4427.png,0.75,1
4428.png,0.375,1
4429.png,0.75,0
4430.png,0.625,1
4431.png,0.4375,1
4432.png,0.5625,1
4433.png,0.3125,1
4434.png,0.625,1
4435.png,0.375,0
4436.png,0.625,1
4437.png,0.75,1
4438.png,0.5,1
4439.png,0.6875,0
4440.png,0.8125,1
4441.png,0.625,0
4442.png,0.625,1
4443.png,0.75,1
4444.png,0.5,1
4445.png,0.625,1
4446.png,0.9375,1
4447.png,0.75,1
4448.png,0.5,1
4449.png,0.375,1
4450.png,0.1875,0
4451.png,0.6875,1
4452.png,0.5,0
4453.png,0.6875,1
4454.png,0.8125,0
4455.png,0.6875,1
4456.png,0.75,1
4457.png,0.625,1
4458.png,0.625,1
4459.png,0.75,1
4460.png,0.625,1
4461.png,0.75,1
4462.png,0.6875,1
4463.png,0.625,1
4464.png,0.75,0
4465.png,0.5,1
4466.png,0.75,1
4467.png,0.5625,0
4468.png,0.6875,1
4469.png,0.5625,0
4470.png,0.625,1
4471.png,0.9375,1
4472.png,0.6875,0
4473.png,0.5,1
4474.png,0.4375,1
4475.png,0.125,1
4476.png,0.6875,1
4477.png,0.6875,0
4478.png,0.5,1
4479.png,0.6875,0
4480.png,0.75,0
4481.png,0.75,1
4482.png,0.6875,0
4483.png,0.4375,1
4484.png,0.5625,1
4485.png,0.625,1
4486.png,0.5625,1
4487.png,0.625,1
4488.png,0.625,1
4489.png,0.8125,1
4490.png,0.625,1
4491.png,0.5,1
4492.png,0.5625,1
4493.png,0.625,1
4494.png,0.75,1
4495.png,0.8125,1
4496.png,0.5,0
4497.png,0.625,1
4498.png,0.75,1
4499.png,0.5,1
4500.png,0.5625,0
4501.png,0.8125,1
4502.png,0.5625,1
4503.png,0.75,1
4504.png,0.75,1
4505.png,0.625,0
4506.png,0.625,0
4507.png,0.4375,1
4508.png,0.4375,1
4509.png,0.5625,0
4510.png,0.8125,0
4511.png,0.75,1
4512.png,0.6875,0
4513.png,0.375,1
4514.png,0.6875,1
4515.png,0.75,1
4516.png,0.75,1
4517.png,0.4375,1
4518.png,0.5,0
4519.png,0.625,1
4520.png,0.75,0
4521.png,0.625,1
4522.png,0.75,1
4523.png,0.6875,1
4524.png,0.6875,1
4525.png,0.75,1
4526.png,0.875,1
4527.png,0.75,0
4528.png,0.5,0
4529.png,0.4375,1
4530.png,0.5625,1
4531.png,0.75,1
4532.png,0.625,0
4533.png,0.75,1
4534.png,0.4375,1
4535.png,0.5625,1
4536.png,0.375,1
4537.png,0.6875,1
4538.png,0.5,1
4539.png,0.5625,1
4540.png,0.5625,1
4541.png,0.625,1
4542.png,0.625,1
4543.png,0.6875,0
4544.png,0.625,1
4545.png,0.75,1
4546.png,0.6875,1
4547.png,0.6875,1
4548.png,0.6875,1
4549.png,0.75,1
4550.png,0.75,1
4551.png,0.4375,1
4552.png,0.6875,0
4553.png,0.6875,0
4554.png,0.5625,1
4555.png,0.75,0
4556.png,0.75,1
4557.png,1,0
4558.png,0.5625,0
4559.png,0.6875,0
4560.png,0.8125,1
4561.png,0.625,1
4562.png,0.6875,1
4563.png,0.375,0
4564.png,0.75,1
4565.png,0.6875,1
4566.png,0.6875,1
4567.png,0.6875,1
4568.png,0.75,1
4569.png,0.5625,1
4570.png,0.8125,1
4571.png,0.6875,0
4572.png,0.625,1
4573.png,0.75,0
4574.png,0.5,1
4575.png,0.375,1
4576.png,0.5625,1
4577.png,0.6875,0
4578.png,0.4375,1
4579.png,0.5,0
4580.png,0.125,1
4581.png,0.75,1
4582.png,0.625,0
4583.png,0.75,0
4584.png,0.8125,1
4585.png,0.5,1
4586.png,0.75,1
4587.png,0.75,0
4588.png,0.625,1
4589.png,0.6875,1
4590.png,0.5,0
4591.png,0.5,1
4592.png,0.8125,1
4593.png,0.75,1
4594.png,0.5,1
4595.png,0.8125,1
4596.png,0.4375,1
4597.png,0.4375,1
4598.png,0.375,1
4599.png,0.4375,0
4600.png,0.75,1
4601.png,0.625,1
4602.png,0.875,1
4603.png,0.625,0
4604.png,0.6875,1
4605.png,0.75,1
4606.png,0.75,1
4607.png,0.8125,0
4608.png,0.625,0
4609.png,0.5,1
4610.png,0.4375,1
4611.png,0.4375,1
4612.png,0.4375,1
4613.png,0.4375,0
4614.png,0.5625,1
4615.png,0.4375,0
4616.png,0.75,1
4617.png,0.5625,1
4618.png,0.8125,0
4619.png,0.75,1
4620.png,0.9375,1
4621.png,0.6875,1
4622.png,0.5625,1
4623.png,0.75,0
4624.png,0.5,1
4625.png,0.5625,1
4626.png,0.75,1
4627.png,0.625,0
4628.png,0.375,1
4629.png,0.8125,1
4630.png,0.75,1
4631.png,0.5625,0
4632.png,0.5625,1
4633.png,0.625,1
4634.png,0.6875,0
4635.png,0.6875,1
4636.png,0.8125,0
4637.png,0.625,0
4638.png,0.6875,1
4639.png,0.875,1
4640.png,0.625,1
4641.png,0.75,1
4642.png,0.5625,1
4643.png,0.625,1
4644.png,0.5,1
4645.png,0.6875,1
4646.png,0.6875,1
4647.png,0.25,1
4648.png,0.6875,1
4649.png,0.6875,1
4650.png,0.6875,1
4651.png,0.4375,1
4652.png,0.4375,1
4653.png,0.625,1
4654.png,0.5625,0
4655.png,0.6875,1
4656.png,0.4375,1
4657.png,0.5,1
4658.png,0.75,1
4659.png,0.875,1
4660.png,0.5625,0
4661.png,0.625,1
4662.png,0.5625,1
4663.png,0.5,1
4664.png,0.5,1
4665.png,0.625,1
4666.png,0.625,1
4667.png,0.5,1
4668.png,0.625,1
4669.png,0.75,0
4670.png,0.5,1
4671.png,0.4375,1
4672.png,0.4375,1
4673.png,0.6875,0
4674.png,0.75,1
4675.png,0.75,1
4676.png,0.8125,1
4677.png,0.5625,1
4678.png,0.6875,1
4679.png,0.6875,1
4680.png,0.75,1
4681.png,0.25,1
4682.png,0.5625,1
4683.png,0.8125,1
4684.png,0.9375,0
4685.png,0.5625,1
4686.png,0.5,1
4687.png,0.6875,1
4688.png,0.5625,1
4689.png,0.625,1
4690.png,0.75,1
4691.png,0.75,1
4692.png,0.25,1
4693.png,0.625,1
4694.png,0.6875,0
4695.png,0.75,1
4696.png,0.5625,1
4697.png,0.625,1
4698.png,0.5,1
4699.png,0.8125,1
4700.png,0.625,1
4701.png,0.8125,1
4702.png,0.3125,1
4703.png,0.625,1
4704.png,0.5625,0
4705.png,0.5,1
4706.png,0.4375,0
4707.png,0.75,1
4708.png,0.75,0
4709.png,0.8125,1
4710.png,0.8125,1
4711.png,0.6875,1
4712.png,0.5,1
4713.png,0.4375,1
4714.png,0.625,1
4715.png,0.75,1
4716.png,0.625,1
4717.png,0.5625,1
4718.png,0.5,1
4719.png,0.625,1
4720.png,0.8125,1
4721.png,0.75,1
4722.png,0.375,1
4723.png,0.625,1
4724.png,0.5,1
4725.png,0.125,1
4726.png,0.625,1
4727.png,0.625,1
4728.png,0.6875,1
4729.png,0.5625,1
4730.png,0.5625,0
4731.png,0.5,0
4732.png,0.5625,1
4733.png,0.75,1
4734.png,0.5625,0
4735.png,0.75,1
4736.png,0.625,1
4737.png,0.6875,1
4738.png,0.8125,1
4739.png,0.4375,1
4740.png,0.5,1
4741.png,0.375,1
4742.png,0.75,1
4743.png,0.75,0
4744.png,0.875,1
4745.png,0.375,1
4746.png,0.625,1
4747.png,0.8125,1
4748.png,0.6875,0
4749.png,0.5,1
4750.png,0.6875,1
4751.png,0.625,1
4752.png,0.625,0
4753.png,0.5625,0
4754.png,0.625,1
4755.png,0.6875,1
4756.png,0.4375,1
4757.png,0.4375,1
4758.png,0.75,1
4759.png,0.4375,1
4760.png,0.5625,1
4761.png,0.75,1
4762.png,0.6875,1
4763.png,0.625,0
4764.png,0.8125,1
4765.png,0.5625,1
4766.png,0.5625,0
4767.png,0.5625,0
4768.png,0.75,1
4769.png,0.5,1
4770.png,0.625,1
4771.png,0.625,0
4772.png,0.5625,0
4773.png,0.6875,1
4774.png,0.375,0
4775.png,0.6875,1
4776.png,0.6875,1
4777.png,0.3125,1
4778.png,0.125,1
4779.png,0.625,0
4780.png,0.625,0
4781.png,0.5,1
4782.png,0.8125,0
4783.png,0.5625,1
4784.png,0.6875,1
4785.png,0.4375,1
4786.png,0.6875,1
4787.png,0.5625,1
4788.png,0.5,1
4789.png,0.6875,1
4790.png,0.4375,1
4791.png,0.75,1
4792.png,0.8125,1
4793.png,0.4375,1
4794.png,0.875,1
4795.png,0.625,0
4796.png,0.6875,1
4797.png,0.5625,1
4798.png,0.75,1
4799.png,0.5,1
4800.png,0.6875,1
4801.png,0.6875,1
4802.png,0.6875,0
4803.png,0.75,1
4804.png,0.4375,0
4805.png,0.5,0
4806.png,0.625,1
4807.png,0.4375,1
4808.png,0.5,1
4809.png,0.4375,1
4810.png,0.625,1
4811.png,0.4375,1
4812.png,0.75,0
4813.png,0.75,1
4814.png,0.875,1
4815.png,0.75,1
4816.png,0.4375,1
4817.png,0.75,1
4818.png,0.75,0
4819.png,0.8125,1
4820.png,0.6875,0
4821.png,0.3125,1
4822.png,0,1
4823.png,0.4375,0
4824.png,0.625,1
4825.png,0.75,0
4826.png,0.625,1
4827.png,0.6875,1
4828.png,0.6875,1
4829.png,0.8125,1
4830.png,0.75,1
4831.png,0.75,1
4832.png,0.75,1
4833.png,0.625,1
4834.png,0.625,0
4835.png,0.6875,1
4836.png,0.8125,1
4837.png,0.6875,1
4838.png,0.4375,1
4839.png,0.5625,1
4840.png,0.6875,1
4841.png,0.3125,1
4842.png,0.5,0
4843.png,0.6875,1
4844.png,0.5,1
4845.png,0.5625,1
4846.png,0.5,1
4847.png,0.8125,1
4848.png,0.5625,1
4849.png,0.6875,0
4850.png,0.5,1
4851.png,0.5625,1
4852.png,0.375,1
4853.png,0.1875,1
4854.png,0.75,0
4855.png,0.375,1
4856.png,0.4375,1
4857.png,0.5625,1
4858.png,0.6875,1
4859.png,0.4375,1
4860.png,0.5625,1
4861.png,0.5,1
4862.png,0.6875,1
4863.png,0.5,0
4864.png,0.5625,0
4865.png,0.5,1
4866.png,0.5625,1
4867.png,0.6875,1
4868.png,0.4375,1
4869.png,0.6875,1
4870.png,0.5625,0
4871.png,0.625,1
4872.png,0.8125,0
4873.png,0.5,1
4874.png,0.625,1
4875.png,0.4375,1
4876.png,0.375,1
4877.png,0.6875,0
4878.png,0.375,1
4879.png,0.8125,1
4880.png,0.4375,1
4881.png,0.75,1
4882.png,0.6875,1
4883.png,0.6875,1
4884.png,0.6875,0
4885.png,0.5625,1
4886.png,0.75,0
4887.png,0.75,1
4888.png,0.75,1
4889.png,0.5625,1
4890.png,0.5,1
4891.png,0.8125,1
4892.png,0.75,0
4893.png,0.8125,1
4894.png,0.8125,1
4896.png,0.625,1
4897.png,0.625,1
4898.png,0.8125,1
4899.png,0.5,0
4900.png,0.6875,0
4901.png,0.5,0
4902.png,0.625,1
4903.png,0.5625,0
4904.png,0.75,1
4905.png,0.75,1
4906.png,0.6875,1
4907.png,0.625,1
4908.png,0.5,1
4909.png,0.4375,1
4910.png,0.1875,1
4911.png,0.5625,0
4912.png,0.75,1
4913.png,0.625,1
4914.png,0.5,0
4915.png,0.4375,1
4916.png,0.3125,1
4917.png,0.8125,1
4918.png,0.625,0
4919.png,0.625,1
4920.png,0.4375,1
4921.png,0.625,1
4922.png,0.6875,1
4923.png,0.375,0
4924.png,0.4375,1
4925.png,0.5,1
4926.png,0.5625,0
4927.png,0.8125,1
4928.png,0.5625,1
4929.png,0.375,1
4930.png,0.6875,1
4931.png,0.5,1
4932.png,0.6875,1
4933.png,0.625,1
4934.png,0.4375,1
4935.png,0.5625,1
4936.png,0.5625,1
4937.png,0.5625,1
4938.png,0.6875,1
4939.png,0.5,0
4940.png,0.4375,1
4941.png,0.75,1
4942.png,0.5,1
4943.png,0.625,1
4944.png,0.4375,1
4945.png,0.75,1
4946.png,0.5625,1
4947.png,0.6875,0
4948.png,0.5625,1
4949.png,0.5,0
4950.png,0.5,1
4951.png,0.5625,1
